| 原始标签 | 名称 | 描述 | 外部链接 |
| ace combat | 皇牌空战 |  |  |
| mermaid melody pichi pichi pitch | 人鱼的旋律 |  |  |
| attack no. 1 | 女排No.1 | アタックNo.1、排球甜心、冲出世界 |  |
| devilman | 恶魔人 |  |  |
| la seine no hoshi | 月光女侠 | 红花侠影，La Seine no Hoshi |  |
| winx club | 魔法俏佳人 |  |  |
| cats eye | 猫眼三姐妹 |  |  |
| transformers | 变形金刚 |  |  |
| high school fleet | 高校舰队 | 青春波纹 |  |
| shinmai fukei kiruko-san | 新人女警斩子小姐 |  |  |
| how to train your dragon | 驯龙高手 |  |  |
| hacka doll | 骇客娃娃 |  |  |
| kaiju girls | 怪兽娘 |  |  |
| shinrabansho | 神罗万象 |  |  |
| azumanga daioh | 阿滋漫画大王 |  |  |
| galaxy fight | 银河快打 |  |  |
| youkai hyakkitan | 妖怪百姬谭 |  |  |
| papa no iu koto wo kikinasai | 要听爸爸的话！ |  |  |
| himegoto | 搞姬日常 |  |  |
| nogizaka haruka no himitsu | 乃木坂春香的秘密 |  |  |
| south park | 南方公园 |  |  |
| soushin shoujo matoi | 装神少女小缠 |  |  |
| kindaichi shounen no jikenbo | 金田一少年事件簿 |  |  |
| kekkai sensen | 血界战线 |  |  |
| tokyo afterschool summoners | 东京放课后召唤师 |  |  |
| saga frontier | 沙加开拓者 | 复活邪神：邪神领域 |  |
| twelve kingdoms | 十二国记 |  |  |
|  | ↓炼金工作室 系列 |  |  |
| atelier series | 炼金工作室 | 《炼金工作室系列》（日语：アトリエシリーズ；英语：Atelier (series)）是由GUST制作的系列游戏。 |  |
| atelier marie | 玛莉的工作室 | 《炼金工作室系列》A1 |  |
| atelier elie | 艾莉的工作室 | 《炼金工作室系列》A2 |  |
| atelier lilie | 莉莉的工作室 | 《炼金工作室系列》A3 |  |
| atelier judie | 尤蒂的工作室 | 《炼金工作室系列》A4 |  |
| atelier iris | 伊莉斯的工作室 | 《炼金工作室系列》A6~A8 |  |
| mana khemia | 玛娜传奇 | 《炼金工作室系列》A9~A10 |  |
| atelier rorona | 罗罗娜的工作室 | 《炼金工作室系列》A11 |  |
| atelier totori | 托托莉的工作室 | 《炼金工作室系列》A12 |  |
| atelier meruru | 梅露露的工作室 | 《炼金工作室系列》A13 |  |
| atelier ayesha | 爱夏的工作室 | 《炼金工作室系列》A14 |  |
| atelier escha and logy | 艾斯卡与罗吉的工作室 | 《炼金工作室系列》A15 |  |
| atelier shallie | 夏莉的工作室 | 《炼金工作室系列》A16 |  |
| atelier sophie | 索菲的工作室 | 《炼金工作室系列》A17 |  |
| atelier firis | 菲莉丝的工作室 | 《炼金工作室系列》A18 |  |
| atelier lulua | 露露亚的工作室 | 《炼金工作室系列》A20 |  |
| atelier ryza | 莱莎的工作室 | 《炼金工作室系列》A21 |  |
| atelier lina | 莉娜的工作室 | 《炼金工作室系列》外传A6 |  |
|  | ↑炼金工作室 系列 |  |  |
| my neighbor totoro | 龙猫 |  |  |
| professor layton | 雷顿教授 |  |  |
| bubblegum crisis | 泡泡糖危机 |  |  |
| kamikaze kaitou jeanne | 神风怪盗贞德 |  |  |
| boruto | 博人传 |  |  |
| kuromukuro | 黑骸 |  |  |
| minecraft | 我的世界 |  |  |
| world masterpiece theater | 世界名作剧场 |  |  |
| the adventures of tom sawyer | 汤姆·索亚历险记 |  |  |
| les miserables shoujo cosette | 悲惨世界 少女珂赛特 |  |  |
| lucy of the southern rainbow | 南方彩虹的露西 |  |  |
| tico of the seven seas | 七海的堤可 |  |  |
| space adventure cobra | 哥布拉传奇 |  |  |
| cutey honey | 甜心战士 |  |  |
| megazone 23 | 无限地带23 |  |  |
| ganbare robocon | 加油啊！！小露宝 |  |  |
| moero robocon | 燃烧吧！！小露宝 |  |  |
| rainbow sentai robin | 彩虹战队罗宾 |  |  |
| remi nobodys girl | 无家可归的孩子蕾米 |  |  |
| revolutionary girl utena | 少女革命 |  |  |
| corrector yui | Cyber守护星 |  |  |
| steel angel kurumi | 钢铁天使胡桃 |  |  |
| zoids | ZOIDS |  |  |
| world of warcraft | 魔兽世界 |  |  |
| diablo | 暗黑破坏神 |  |  |
| star trek | 星际迷航 |  |  |
| binan koukou chikyuu bouei-bu love | 美男高校地球防卫部LOVE! |  |  |
| asobi ni iku yo | 玩伴猫耳娘 |  |  |
| assassins creed | 刺客信条 |  |  |
| peter pan | 小飞侠 |  |  |
| romeos blue skies | 罗密欧的蓝天 |  |  |
| 3000 leagues in search of mother | 三千里寻母记 | 《寻母三千里》，又译《万里寻母》、《万里寻亲记》、《三千里寻母记》 |  |
| alps no shoujo heidi | 阿尔卑斯山的少女 | 《阿尔卑斯山的少女》（日语：アルプスの少女ハイジ，直译：阿尔卑斯的少女海蒂）是根据瑞士作家约翰娜·施皮里于1880～1881年所发表的德文小说《海蒂》系列改编的日本电视动画，由富士电视台于1974年1月6日～12月29日每周日晚间7：30播映，全52话。 | [维基百科](https://zh.wikipedia.org/wiki/阿尔卑斯山的少女) (\*) |
| anne of green gables | 绿山墙的安妮 |  |  |
| futari no lotte | 我与我 两个绿蒂 |  |  |
| katri girl of the meadows | 牧场上的少女卡特莉 |  |  |
| the bush baby | 大草原上的小天使 灌丛婴猴 |  |  |
| the story of perrine | 佩琳物语 | 小英的故事 |  |
| dr. slump | 阿拉蕾 | IQ博士、怪博士与机器娃娃 |  |
| zettai muteki raijin-oh | 绝对无敌 |  |  |
| dirty pair | 搞怪拍档 |  |  |
| ai no wakakusa monogatari | 爱的小妇人物语 |  |  |
| the story of pollyanna | 爱少女波丽安娜物语 |  |  |
| princess sarah | 小公主莎拉 |  |  |
| tobe isami | 伊沙米大冒险 |  |  |
| doraemon | 哆啦A梦 |  |  |
| pretty sammy | 魔法少女砂沙美 |  |  |
| ochame na futago | 青葱岁月 | 《おちゃめな双子　－クレア学院物語－》，《青葱岁月》是香港的译名，即是《圣克莱尔学院物语》，又译《捣乱孪生女》。 |  |
| miracle girl limit-chan | 奇迹少女理美 | 笑咪咪/奇迹少女理美/奇迹少女极限酱 |  |
| mahou no yousei persia | 魔法妖精贝露莎 |  |  |
| minky momo | 魔法公主明琪桃子 | 甜甜仙子 |  |
| majokko megu-chan | 魔女Megu | 仙女下凡 |  |
| creamy mami | 我是小甜甜 | 魔法小天使 |  |
| magical angel sweet mint | 欢欢仙子 |  |  |
| sally the witch | 魔法使莎莉 |  |  |
| mahou shoujo lalabel | 魔法少女拉拉贝尔 |  |  |
| hana no ko lunlun | 花仙子 |  |  |
| magical emi | 魔法之星爱美 |  |  |
| floral magician mary bell | 俏皮小花仙 |  |  |
| mahou tsukai chappy | 魔法使恰比 |  |  |
| marvelous melmo | 神奇糖 | 神化娇娇女 |  |
| pastel yumi | 魔法偶像神笔由美 | 爱花仙子 |  |
| laputa castle in the sky | 天空之城 |  |  |
| appleseed | 苹果核战记 |  |  |
| himitsu no akko-chan | 亚子的秘密 | 甜蜜小天使 |  |
| yawara | 以柔克刚 | 《以柔克刚》，另译《柔道英雌》或《柔之道》，是浦泽直树所绘的漫画作品，并改编成电影、电视动画。 |  |
| cyborg 009 | 人造人009 |  |  |
| future boy conan | 未来少年柯南 |  |  |
| muka muka paradise | 为食龙少爷 | 五更龙宝宝、家有恐龙、家有贱龙 |  |
| the goose that laid the golden eggs | 下金蛋的鹅 |  |  |
| andersen monogatari | 安徒生童话 |  |  |
| cinderella | 灰姑娘 |  |  |
| k.o. beast | KO世纪三兽士 |  |  |
| trapp family story | 崔普一家物语 |  |  |
| wakakusa monogatari nan to jou sensei | 小妇人物语 南与乔老师 |  |  |
| watashi no ashinaga ojisan | 长腿叔叔 |  |  |
| nurse angel ririka sos | 守护天使莉莉佳 |  |  |
| youre under arrest | 逮捕令 |  |  |
| phantom quest corp | 幽幻怪社 |  |  |
| urusei yatsura | 福星小子 |  |  |
| attacker you | 胜利女排 |  |  |
| giant gorg | 巨神GORG |  |  |
| gunslinger girl | 神枪少女 |  |  |
| yu yu hakusho | 幽游白书 |  |  |
| stella no mahou | 斯特拉的魔法 |  |  |
| hinako note | 雏子的笔记 |  |  |
| hoozuki no reitetsu | 鬼灯的冷彻 |  |  |
| daiya no ace | 钻石王牌 |  |  |
| durarara | 无头骑士异闻录 DuRaRaRa!! |  |  |
| supernatural | 邪恶力量 |  |  |
| koi to senkyo to chocolate | 恋爱与选举与巧克力 |  |  |
| goblin slayer | 哥布林杀手 |  |  |
| dungeon meshi | 迷宫饭 |  |  |
| kanokon | 我的狐仙女友 |  |  |
| ladies versus butlers | 大小姐×执事！ |  |  |
| arpeggio of blue steel | 苍蓝钢铁的琶音 |  |  |
| maken-ki | 魔剑姬！ |  |  |
| expelled from paradise | 乐园追放 |  |  |
| glasslip | 玻璃之唇 |  |  |
| hanasaku iroha | 花开伊吕波 |  |  |
| akaneiro ni somaru saka | 茜色染红的街道 |  |  |
| hoshizora e kakaru hashi | 架向星空之桥 |  |  |
| gj-bu | GJ部 |  |  |
| kaze no yojimbo | 旋风之用心棒 |  |  |
| kishin taisen gigantic formula | 机神大战-巨型方程式 |  |  |
| .hack | .hack |  |  |
| .hacksign | .hack//SIGN |  |  |
| .hackg.u. | .hack//G.U. |  |  |
| .hackroots | .hack//Roots |  |  |
| .hacklegend of the twilight | .hack//黄昏的腕轮传说 |  |  |
| log horizon | 记录的地平线 |  |  |
| kamisama minarai himitsu no cocotama | 见习神仙 秘密的心灵 |  |  |
| phantom of inferno | 幻灵镇魂曲 |  |  |
| dramatical murder | 戏剧性谋杀 | DRAMAtical Murder/ドラマティカル マーダー(ドラマダ) |  |
| robotics notes | 机器人笔记 | Robotics;Notes |  |
| rampo kitan game of laplace | 乱步奇谭 拉普拉斯的游戏 |  |  |
| gravity rush | 重力眩晕 | 重力异想世界 |  |
| cowboy bebop | 星际牛仔 |  |  |
| wii fit | Wii Fit | 《Wii Fit》是任天堂开发的健身游戏，2007和2008年在全球Wii平台发行。 |  |
| uta no prince-sama | 歌之王子殿下 |  |  |
| hime chen otogi chikku idol lilpri | 变身！公主偶像 |  |  |
| ib | Ib | 《Ib》（日语：イヴ）是一款2012年2月27日发布、使用RPG Maker 2000为工具，制作的一款免费的冒险游戏。作者为kouri。 |  |
| ichigo mashimaro | 草莓棉花糖 | 苺乱扔 |  |
| yuusha ni narenakatta ore wa shibushibu shuushoku wo ketsui shimashita. | 当不成勇者的我，只好认真找工作了。 |  |  |
| chrono crusade | 圣枪修女 |  |  |
| lost universe | 宇宙刑警 |  |  |
| amanchu | 蓝海少女！ |  |  |
| mangaka-san to assistant-san to | 漫画家与助手 |  |  |
| sisters natsu no saigo no hi | SISTERS～夏最后之日～ |  |  |
| tokyo 7th sisters | 东京 7th Sisters |  |  |
| 7th dragon | 第七龙神 |  |  |
| project blue earth sos | 蓝色计划-地球SOS |  |  |
| sakura hime | 樱姬华传 |  |  |
| the 3rd birthday | 第三次生日 |  |  |
| asuka 120 | 飞鸟120% 燃烧的学园祭 |  |  |
| jumping rabbit | 小兔飞飞 |  |  |
| the fairly oddparents | 反斗家族 |  |  |
| amagami | 圣诞之吻 |  |  |
| fosters home for imaginary friends | 亲亲麻吉 |  |  |
| futurama | 飞出个未来 |  |  |
| kimi ga yobu megiddo no oka de | 你在米吉多之丘的呼唤 |  |  |
| kuroko no basuke | 黑子的篮球 |  |  |
| boku to maou | 魔王与我 |  |  |
| cerberus | 刻耳柏洛斯 |  |  |
| robot girls z | 机器人少女Z |  |  |
| akibas trip | 秋叶原之旅 |  |  |
| bravely default | 勇气默示录 |  |  |
| madan no ou to vanadis | 魔弹之王与战姬 |  |  |
| star driver | STAR DRIVER 闪亮的塔科特 |  |  |
|  | ↓传说 系列 |  |  |
| tales of | 传说 |  |  |
| tales of phantasia | 幻想传说 |  |  |
| tales of destiny | 宿命传说 |  |  |
| tales of eternia | 永恒传说 |  |  |
| tales of symphonia | 仙乐传说 |  |  |
| tales of rebirth | 重生传说 |  |  |
| tales of legendia | 遗迹传说 |  |  |
| tales of the abyss | 深渊传说 |  |  |
| tales of innocence | 圣洁传说 |  |  |
| tales of vesperia | 薄暮传说 |  |  |
| tales of hearts | 心灵传说 |  |  |
| tales of graces | 圣恩传说 |  |  |
| tales of xillia | 无尽传说 |  |  |
| tales of zestiria | 情热传说 |  |  |
| tales of berseria | 狂战传说 |  |  |
| tales of asteria | 星彩传说 |  |  |
|  | ↑传说 系列 |  |  |
| little witch academia | 小魔女学园 |  |  |
| rokudenashi majutsu koushi to akashic records | 不正经的魔术讲师与禁忌教典 |  |  |
| martial champion | 武术冠军 |  |  |
| virtua fighter | VR战士 |  |  |
| muscle bomber | 摔跤霸王 |  |  |
| aria | 水星领航员 |  |  |
| rozen maiden | 蔷薇少女 |  |  |
| soulcalibur | 魂之系列 |  |  |
| empowered | Empowered |  |  |
| parasite eve | 寄生前夜 |  |  |
| predator | 铁血战士 |  |  |
| underworld | 黑夜传说 |  |  |
| danny phantom | 幻影丹尼 |  |  |
| the loud house | 喧闹一家亲 |  |  |
| nodame cantabile | 交响情人梦 |  |  |
| another | Another |  |  |
| valkyria chronicles | 战场女武神 |  |  |
| princess lover | 公主恋人 |  |  |
| witchblade | 魔女之刃 |  |  |
| warship girls | 战舰少女 |  |  |
| sexfriend | SEXFRIEND |  |  |
| school days | 日在校园 |  |  |
| walkure romanze | Walkure Romanze 少女骑士物语 |  |  |
| majin bone | 魔神之骨 |  |  |
| starry sky | Starry☆Sky |  |  |
| amano megumi ha sukidarake | 天野惠浑身是破绽！ |  |  |
| yowamushi pedal | 飚速宅男 |  |  |
| black cat | 黑猫 |  |  |
| superjail | 超级监狱 |  |  |
| superman | 超人 |  |  |
| iron man | 钢铁侠 |  |  |
| iron man armored adventures | 钢铁侠：装甲冒险 |  |  |
| jackie chan adventures | 成龙历险记 |  |  |
| avengers | 复仇者联盟 |  |  |
| monster | 怪物 | MONSTER（モンスター）/  魔刹 |  |
| jungle wa itsumo hare nochi guu | 热带雨林的爆笑生活 |  |  |
| w.i.t.c.h. | 魔力W.i.t.c.h. |  |  |
| ninja gaiden | 忍者外传 |  |  |
| otome wa boku ni koishiteru | 少女爱上姐姐 |  |  |
| fairy tail | 妖精的尾巴 | FAIRY TAIL魔导少年 |  |
| oni chichi | 鬼父 |  |  |
| clamp gakuen tanteidan | CLAMP学园侦探团 |  |  |
| soredemo machi wa mawatteiru | 女仆咖啡厅 | 纵然如此小镇仍在转动 |  |
| happy tree friends | 欢乐树的朋友们 |  |  |
| kare kano | 他和她的事情 | 男女跷跷板 |  |
| spongebob squarepants | 海绵宝宝 |  |  |
| wizard of oz | 绿野仙踪 |  |  |
| cream lemon | 乳霜柠檬 |  |  |
| dream c club | 梦幻俱乐部 |  |  |
| katekyo hitman reborn | 家庭教师HITMAN REBORN! |  |  |
| tsugumomo | 怪怪守护神 |  |  |
| the simpsons | 辛普森一家 |  |  |
| ano natsu de matteru | 在盛夏等待 |  |  |
| net ghost pipopa | 网络精灵PIPOPA | 光速大冒险PIPOPA |  |
| dominion tank police | 特搜战车队 | 警察战车队 |  |
| ruin explorers | 秘境探险 |  |  |
| streets of rage | 怒之铁拳 |  |  |
| yume no crayon oukoku | 梦之蜡笔王国 | 梦幻蜡笔王国、蜡笔小王国 |  |
| megaman | 洛克人 |  |  |
| megaman zero | 洛克人ZERO |  |  |
| megaman zx | 洛克人ZX |  |  |
| mega man x | 洛克人X |  |  |
| megaman battle network | 洛克人EXE |  |  |
| mega man legends | 洛克人DASH |  |  |
| mega man star force | 流星洛克人 |  |  |
| zatch bell | 金色的卡修 | 金童卡修、魔法少年贾修 |  |
| super doll licca-chan | 丽佳公主 | 《丽佳公主》（スーパードール★リカちゃん），又译《超级娃娃战士》、《丽佳娃娃》或《梦幻娃娃》，是一部日本电视动画，共52集。 |  |
| kasumin | 妙妙魔法屋 |  |  |
| di gi charat | 铃铛猫娘 | 《Di Gi Charat》（日文：デ・ジ・キャラット 中译：滴骰孖妹/铃铛猫娘/叮当小魔女等）是1999年Broccoli公司为动漫周边连锁Gamers所创作的角色企画，是现役店铺吉祥物。并有动画、漫画、小说等周边作品。 |  |
| lamento | 挽歌 |  |  |
| dexters laboratory | 德克斯特的实验室 |  |  |
| mahoujin guru guru | 咕噜咕噜魔法阵 |  |  |
| mon colle knights | 六门天外 |  |  |
| is | I"s | I"s（读音：Eyes，日文：アイズ）是日本知名漫画家桂正和的爱情漫画作品。自1997年（第19期）至2000年（第24期）间在少年Jump周刊上连载，并有发行单行本全套共15集。 |  |
| beast wars | 百变金刚 | 百变金刚/特种变形勇士(Beast Wars)是美国孩之宝公司之子公司肯纳制品于1995年所推出的变形金刚产品线，并于隔年由加拿大动画公司 Mainframe 娱乐改编成同名卡通影集于北美播映。 |  |
| wonder project j2 | J计划2 |  |  |
| nights into dreams... | 梦精灵 | 《飞天幽梦》（日语：ナイツ，英语：Nights into Dreams...，中国大陆译作“梦精灵”，港台译作“飞天幽梦”）是由世嘉公司于1996年在世嘉土星上推出的游戏软体。 |  |
| waku waku 7 | 火热火热7 | 1996年推出的街机对战格斗游戏。 |  |
| okusan | 新手人妻 | 新手巨乳妻、居家太太 |  |
| gakkou no kaidan | 学校怪谈 | 《学校怪谈》（日语：学校の怪談），是由Studio Pierrot（スタジオぴえろ）制作，并由日本富士电视台于2000年10月22日～2001年3月25日播放的日本电视动画，台湾超视播出时译为《学校有鬼》。 |  |
| gear fighter dendoh | GEAR战士电童 | 《GEAR战士电童》（日语：GEAR戦士電童）港译《数码传动战士》2000年间日昇动画制作的机器人动画。全38话。 |  |
| hand maid may | 袖珍女侍小梅 | 《袖珍女侍小梅》（日语：HAND MAID メイ），是2000年7月26日到同年9月27日WOWOW播放的电视动画，共11集，DVD-Video全5卷。OVA《袖珍女侍小舞》（日语：HAND MAID マイ）是其续篇。 |  |
| vandread | 银河冒险战记 | 《银河冒险战记》（原题：ヴァンドレッド）是一部日本机器人动画。由WOWOW电视台在2000年10月3日至12月19日播放，全13话。续编《银河冒险战记II》（原题：ヴァンドレッド the second stage）在2001年10月5日至2002年1月18日播放，全13话。 |  |
